hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y_Mcr_u_eq
200,400,16,400,24.63,100,16,-0.75,9600,1559.812927
400,600,4.44,600,36.95,300,15.16,0.25,24000,3168.028043
500,125,9.09,375,9.09,375,20.33,0.75,14000,437.9945483
500,250,2.56,250,5.26,500,6.84,1,16000,50.17705398
250,500,4.76,250,7.11,125,5.86,0.25,2000,2194.430706
900,360,9.47,225,10.54,675,9.47,0.25,3600,2075.192371
1000,333.33,7.41,750,51.71,250,7.41,0.25,22000,12033.43724
400,1000,5.13,500,32.63,500,25.26,0.5,32000,1427.504918
250,1000,5.13,250,8.95,1000,28.42,-0.25,22000,3811.63081
666.67,1000,5.13,500,19.74,250,19.08,-0.5,22000,1688.625992
500,333.33,2.13,500,5,125,7.7,0.75,14000,240.3246604
500,333.33,3.23,500,25.26,250,3.42,0.5,19000,1221.045496
700,700,3.11,350,4.79,525,12.99,0.75,28000,99.12454524
500,166.67,4.35,250,15.39,375,13.42,-1,11000,772.6456836
400,400,1.57,300,17.37,400,4,-1,11200,720.8642926
142.86,500,5.26,250,14.47,125,5.26,0.25,7000,383.0811409
160,400,2.58,300,15.16,100,6.16,0.75,8000,392.2497565
500,200,2.86,250,8.03,500,10.53,-0.25,12000,275.1386072
900,257.14,25.71,675,25.71,225,25.71,-1,34200,2211.667496
200,700,20,700,37.95,700,32.79,0,22400,7926.18867
400,133.33,1.57,200,10.11,100,7.63,0.25,14400,53.77041824
200,400,11.43,300,11.43,200,11.43,-0.5,12000,400.3129538
114.29,400,2.16,200,4.95,400,20.21,0.5,10400,427.5395851
500,166.67,2.44,125,5.86,375,18.95,-0.75,15000,246.8866724
400,400,3.2,300,6.32,400,29.05,0.75,8000,887.8663756
200,800,3.02,600,48,200,13.79,-0.5,12800,10030.08963
600,171.43,3.64,150,3.64,150,10.89,0,9600,44.3613035
400,114.29,2.96,300,8.53,400,23.16,-0.5,7200,1648.978585
225,900,3.53,225,16.34,675,11.72,-0.75,18000,708.0864206
360,900,5.45,900,55.42,225,14.68,-1,9000,12670.79701
225,900,4.62,450,29.37,450,21.08,-0.75,36000,1436.440915
350,700,2.3,175,12.07,525,24.59,-0.25,26600,598.4146344
160,400,1.7,200,16,200,8.63,-0.5,8000,361.7359439
600,240,2.03,450,32.68,150,3.16,0.5,22800,1149.415033
400,160,8.89,400,20.21,300,8.89,-1,8800,1562.559159
900,225,3.4,225,3.4,225,13.03,1,28800,22.35519393
800,320,14.55,800,14.55,600,41.37,0.25,30400,3447.451307
600,900,25.71,450,34.34,225,25.71,-0.5,18000,4462.063084
200,700,15.56,350,28,175,15.56,-0.5,25200,800.7761082
600,240,10.91,450,34.34,450,16.11,0,13200,4463.696742
400,266.67,16,200,16,300,16,1,5600,498.8334908
400,100,4.71,400,12.84,300,5.21,-1,12800,488.4364663
500,1000,4.26,500,38.16,500,32.63,-0.75,26000,5099.854081
900,360,20,450,20,900,58.74,0.25,21600,9122.717909
400,160,4.71,300,9.63,200,12.32,-0.75,12800,361.4965397
233.33,700,3.41,350,15.11,175,10.78,-1,7000,707.4514386
700,466.67,2.86,700,9.58,175,12.71,0.75,7000,6550.092837
300,100,1.33,300,4.11,150,11.45,1,4200,207.3750504
800,533.33,3.72,600,21.47,200,8.63,-1,30400,606.9562543
500,125,5.26,375,17.57,500,8.68,0.5,15000,583.4792948
400,600,6.32,600,25.89,300,24,0.75,14400,3214.831206
700,233.33,4,350,16.39,350,20.26,0,12600,1205.205443
300,85.71,3.16,225,13.03,75,3.16,1,3600,347.8012742
320,800,10.67,800,28.63,600,41.37,0.75,16000,8726.340365
700,233.33,2.55,350,26.71,350,11.24,1,22400,421.5883823
600,900,2.95,450,11.13,675,54,0.25,32400,3329.920235
400,400,7.27,200,13.05,400,23.16,-0.5,4000,2411.609266
225,900,6.67,225,7.22,900,12.32,-1,25200,1073.683755
500,1000,4.65,250,9.87,750,18.55,0.75,24000,308.3588294
1000,1000,11.76,1000,43.16,750,11.76,-0.75,38000,12271.43004
900,450,3.67,225,18,225,7.22,0,23400,157.5959841
1000,285.71,28.57,250,28.57,750,60,0.75,26000,4760.531354
300,300,1.22,225,12.2,75,3.51,-0.75,3600,165.6177117
133.33,400,3.81,200,14.53,200,4.21,0.5,12800,87.91000944
300,120,4.62,75,4.62,150,4.62,-1,10800,11.15822572
600,300,5.22,600,10.42,300,5.22,-1,19200,417.1034188
600,300,7.06,450,14.45,300,17.37,-0.75,19200,1151.510341
600,300,3.08,300,16.26,150,10.89,-0.5,2400,6136.686583
700,466.67,3.41,350,26.71,175,4.97,-0.25,16800,1346.646988
200,700,3.78,350,28,175,10.78,-1,12600,786.0674633
500,333.33,3.23,125,8.62,375,17.57,0.25,19000,142.0885386
466.67,700,2.86,525,40.07,700,53.42,0,9800,21976.45377
1000,666.67,7.41,750,57.24,750,21.32,-1,34000,11581.20874
175,700,3.26,175,10.78,525,28.46,-0.5,7000,3148.596066
160,400,1.86,300,18.47,200,9.37,-0.75,8800,747.6421414
500,250,2.44,250,8.95,125,3.09,-0.75,6000,154.9489136
400,600,7.06,300,15.16,600,32.53,0.25,20400,1462.788556
125,500,1.64,125,9.54,125,5.39,1,7000,29.7053524
900,600,3.83,225,13.86,450,7.82,0.5,16200,153.7914422
800,228.57,5.52,600,32.53,800,19.79,-0.25,20800,6622.606548
240,600,13.33,450,13.33,600,41.37,-0.75,14400,7095.050259
175,700,12.73,525,28.46,350,28,1,18200,1719.621982
233.33,700,2.75,525,14.92,525,32.33,0,21000,2036.922964
1000,400,9.52,500,23.42,750,54.47,-0.75,14000,16702.35879
114.29,400,8.89,200,13.79,100,8.89,-0.75,6400,253.2087656
700,175,8.24,350,28,350,17.68,1,12600,1044.789392
225,900,2.95,900,62.05,675,19.18,0.25,30600,13865.85112
228.57,800,9.41,400,15.79,600,23.68,0,11200,2638.09408
142.86,500,9.09,125,9.09,125,9.09,0.5,14000,25.52846523
600,900,20,450,31.03,675,54,-0.25,25200,6961.953394
800,200,4.57,200,7.16,400,15.79,1,25600,80.34132182
1000,285.71,40,750,57.24,250,40,0.5,26000,10594.91332
800,800,6.96,800,61.05,800,43.37,0.75,16000,27909.93429
900,450,7.83,675,39.08,900,38.84,0,30600,7843.731827
360,900,5.45,225,14.68,450,36,-0.75,10800,2641.591275
700,700,3.59,350,18.97,525,38.13,-0.75,14000,4106.501667
450,900,8.57,675,51.51,675,16.7,0.75,9000,29173.97188
700,175,2.64,175,3.68,525,36.2,0,26600,1054.566856
320,800,3.72,200,6.42,200,5.68,-0.5,20800,37.45528265
900,900,4.86,900,68.68,675,51.51,0.25,9000,164716.3807
200,300,6.67,225,7.22,225,6.67,-1,4200,589.4122022
333.33,500,1.69,500,28.95,500,34.47,1,19000,1964.32339
800,266.67,4.32,200,16,800,16.84,1,19200,334.5365719
400,133.33,3.48,200,7.16,100,5.79,-0.75,8000,86.61101384
240,600,2.79,300,3,450,11.13,0.75,16800,86.96159865
700,233.33,3.26,700,14.74,525,34.26,0.75,26600,1631.677992
700,233.33,2.37,350,6.08,350,25.42,-0.25,5600,2607.136989
500,166.67,4,375,6.51,125,4,0.75,5000,679.2941831
500,1000,4.26,250,10.79,750,26.84,1,16000,745.7807192
500,500,2.44,500,30.79,500,8.68,-0.25,8000,12632.3112
100,300,1.4,300,19.58,75,2.41,0.25,7200,664.7884005
400,160,2.05,100,6.89,100,5.05,-1,8800,19.29708725
666.67,1000,5.71,1000,10,750,40.66,0.5,28000,4160.495477
225,900,10.59,225,10.59,900,15.63,0.75,5400,1768.805434
300,85.71,1.22,225,6.39,225,11.37,0.5,3000,461.7100331
700,175,4.52,700,30.21,350,15.11,0,7000,32342.56883
125,500,2.13,125,2.63,125,7.24,-0.75,20000,8.475408628
600,171.43,10.91,450,24.39,150,10.91,1,7200,2634.854184
600,200,2.35,150,2.61,300,7.42,0.25,21600,14.15771166
900,450,5.81,900,12.32,225,5.81,0,30600,1936.570817
400,114.29,3.2,300,17.37,400,21.68,-0.25,14400,942.6125756
266.67,800,2.71,800,31.58,400,12.84,-1,11200,5901.628957
85.71,300,1.33,150,10.34,225,3.08,0,1800,644.4277662
350,700,4,700,22.47,350,15.11,-1,25200,1418.107366
900,450,20,225,20,900,28.89,-0.5,32400,1705.545456
600,400,2.26,300,20.68,600,17.05,-1,21600,1044.751388
700,700,8.24,525,24.59,525,32.33,-0.75,18200,6187.292269
600,300,2.67,450,17.76,450,24.39,0.25,8400,3834.779353
200,400,1.63,200,15.26,200,2,0.5,11200,113.2830049
200,400,2.16,400,23.16,300,7.42,-1,8800,1464.216646
400,1000,4.26,750,57.24,750,32.37,-0.25,32000,13022.47159
400,133.33,1.4,300,5.21,100,1.4,1,8800,65.67686396
800,800,14.55,600,14.55,600,14.84,0.25,24000,1494.204084
700,700,12.73,350,22.84,350,20.26,0.75,28000,409.1725801
228.57,800,3.4,800,8,600,21.47,-0.25,32000,1099.390685
600,171.43,24,150,24,150,24,-0.75,18000,426.9886421
100,300,1.02,150,1.5,300,6.32,-0.5,7200,56.76467338
900,900,10.59,450,22.74,450,11.13,-0.25,10800,6262.568072
200,600,4.44,300,17.37,450,26.05,-0.5,19200,1218.210041
900,450,5.14,450,14.45,900,18.95,0.5,5400,8937.550165
266.67,800,3.56,600,14.84,400,8.42,0.25,20800,993.8481381
285.71,1000,7.41,250,13.55,250,17.24,0.75,2000,5835.383666
333.33,500,2.33,125,7.24,250,15.39,1,6000,95.94758564
666.67,1000,11.76,1000,32.11,500,11.76,0.5,40000,4496.076903
133.33,400,1.45,200,4.21,100,3.58,-1,4000,58.98548013
900,600,3.27,675,31.62,675,54,1,30600,4067.874929
700,233.33,3.41,525,38.13,350,25.42,0.25,11200,8444.903222
900,900,6.21,225,7.22,225,11.37,0.5,1800,5226.422226
200,300,1.09,75,5.17,75,1.58,-1,7800,4.734815529
900,450,3.53,675,6.75,675,29.13,-0.5,12600,6623.47921
300,75,0.98,150,2.05,75,1.3,-0.75,11400,3.662231633
1000,666.67,5.71,250,18.16,250,8.03,-0.25,34000,159.205123
500,333.33,9.09,125,9.09,500,14.21,0.75,14000,153.3763975
233.33,700,28,350,28,175,28,-0.25,4200,10319.39485
160,400,4.21,400,20.21,400,20.21,0.25,7200,2670.946532
400,400,6.15,400,26.11,400,23.16,0.5,7200,4024.65621
300,200,1.54,300,12.95,150,10.34,-0.5,5400,1124.394405
700,700,7.37,350,16.39,700,19.89,0,2800,22567.90208
500,125,3.03,375,20.33,125,8.16,1,10000,688.3217651
500,200,20,250,20,500,20,1,12000,712.2576241
266.67,800,4.57,200,10.84,200,8.63,0.5,11200,105.6806839
400,1000,4.44,250,8.03,500,32.63,-1,8000,3087.119376
360,900,7.2,900,25.58,225,7.2,-1,19800,1598.503731
600,240,2.45,600,28.11,600,41.37,0.75,22800,3237.239176
233.33,700,2.98,350,17.68,525,11.05,0.25,22400,404.4817802
114.29,400,8.89,100,8.89,400,8.89,-0.75,14400,182.3350201
320,800,12.31,800,43.37,200,14.53,-0.75,12800,8876.648057
700,175,8.24,525,40.07,350,8.24,1,21000,1974.581885
171.43,600,9.23,150,11.45,600,9.23,-0.5,14400,385.0165282
600,900,3.16,675,41.57,450,16.11,1,32400,2690.585047
800,320,14.55,800,37.47,600,14.84,0.75,25600,4802.496149
800,533.33,2.91,400,27.58,200,6.42,-0.25,8000,6663.143786
1000,285.71,5.41,500,23.42,1000,10,0,36000,1159.283973
150,600,9.23,150,12,450,27.71,-0.5,24000,953.5893689
800,228.57,3.72,200,13.05,600,48,-0.25,27200,2556.756686
400,100,1.51,100,3.58,200,10.84,0,4000,72.87746812
466.67,700,28,350,28,350,28,-1,4200,21527.82892
171.43,600,4.8,450,24.39,450,19.42,-0.5,22800,1579.46302
500,500,11.11,125,11.11,375,28.62,0,5000,1098.607403
400,400,5.33,100,5.33,200,10.11,-0.5,9600,46.10879213
166.67,500,2.13,250,15.39,250,16.32,0.5,13000,248.0946411
150,600,6.32,300,8.53,450,7.82,-0.25,13200,292.5451517
700,200,2.55,525,26.53,175,12.07,0.5,22400,1264.598442
120,300,1.18,150,2.05,225,2.25,-0.25,10800,6.409252144
400,400,1.4,200,13.79,200,9.37,-0.25,2400,2956.204108
200,400,4.71,200,15.26,100,4.71,1,8000,138.3353993
600,600,2.11,600,34.74,300,11.84,0.25,20400,4075.776252
1000,1000,18.18,750,24.08,1000,43.16,0.5,32000,5490.77043
171.43,600,17.14,150,17.14,600,23.68,0.25,14400,1255.894199
333.33,500,2.7,250,8.03,375,30,1,12000,524.4557095
400,133.33,1.51,200,12.32,400,21.68,-0.75,4800,1754.874923
600,300,2.26,150,10.34,600,23.68,0.5,3600,1311.627305
900,360,6.21,675,51.51,675,9.24,0,36000,6182.851592
142.86,500,2.86,250,6.18,375,17.57,-0.5,10000,597.5935727
500,500,4.35,250,8.95,250,4.35,-0.5,13000,211.370796
100,300,2.22,225,6.39,225,14.68,0,9600,164.3749258
300,75,1.33,300,10.74,75,4.07,0.75,6600,230.4271128
333.33,1000,18.18,1000,80,250,18.18,0,34000,26306.76717
333.33,500,4,375,20.33,500,32.63,1,3000,10870.1742
266.67,800,4.85,400,32,600,39.16,0.5,6400,10362.08144
100,400,1.31,300,11.84,400,14.32,0.75,12000,308.9813085
142.86,500,2.56,125,2.56,125,2.56,-1,17000,4.07844014
700,280,7.37,350,18.97,175,10.13,-0.75,4200,2391.85886
85.71,300,1.4,300,6.32,300,22.89,0.25,10200,496.3428549
800,800,9.41,400,21.68,800,9.41,0.25,30400,614.9477538
1000,1000,4.44,750,24.08,500,14.21,-0.25,22000,7897.331102
500,125,2.33,250,3.42,250,10.79,-1,10000,194.5878659
200,700,2.86,175,6.26,350,20.26,1,7000,276.3198759
600,200,24,150,24,150,24,1,3600,882.6345684
900,225,5.45,225,13.86,450,21.08,1,36000,151.2827391
533.33,800,2.91,200,13.79,600,17.05,-0.5,12800,593.3404057
700,233.33,28,700,53.42,525,28,0.75,8400,29587.24487
1000,250,4.08,750,37.89,750,37.89,-1,40000,8414.588244
700,280,28,700,37.95,175,28,-0.75,12600,13331.9934
600,171.43,2.67,600,28.11,150,10.89,0,4800,31796.79827
233.33,700,4.83,175,8.2,525,34.26,-0.75,8400,3889.816343
400,200,8.89,200,15.26,400,32,-1,6400,2913.551912
1000,285.71,7.41,250,15.39,500,16.05,0,26000,292.922403
600,900,16.36,450,24.39,900,68.68,1,18000,9918.6288
300,300,1.4,75,2.96,75,2.41,1,4200,4.075286108
250,500,4.35,125,4.35,375,4.35,-0.5,18000,18.14691498
400,100,1.31,300,3,100,3.58,0.25,9600,57.07945199
900,450,4,225,10.54,225,13.86,1,16200,89.0270013
500,250,4.35,500,10.53,500,34.47,0,18000,2066.558262
400,200,8.89,100,8.89,100,8.89,0,2400,215.8043309
120,300,1.22,225,14.68,225,7.22,-0.75,9000,339.0506784
700,175,5.6,525,22.66,350,17.68,0.75,12600,2214.177379
100,300,1.33,150,10.34,150,4.26,0,6600,74.69711307
280,700,6.09,175,6.26,700,43.11,0.5,9800,4664.532442
333.33,1000,4.44,500,36.32,750,57.24,-0.5,36000,8612.641376
800,228.57,5.16,200,12.32,200,15.26,1,4800,438.1776432
800,228.57,3.9,200,12.32,200,9.37,0,28800,53.80211453
800,533.33,14.55,200,14.55,600,32.53,0.5,20800,1013.094685
300,600,3.43,150,8.68,600,30.32,-1,22800,1909.213891
200,800,2.71,200,11.58,400,11.37,-0.75,12800,314.6312227
700,200,2.37,525,16.86,175,7.55,-1,16800,657.6738546
200,300,4,150,4,75,5.45,0.25,4200,53.1585196
1000,1000,4.44,500,27.11,1000,68.95,0.75,16000,12617.94343
1000,1000,10.53,750,10.53,250,16.32,0.25,32000,1222.680553
250,1000,5.41,250,13.55,500,12.37,1,40000,81.10315832
300,200,1.18,150,6.47,225,10.54,-0.5,3600,307.9733751
600,240,17.14,150,17.14,150,17.14,-1,18000,208.5741883
800,800,3.14,400,17.26,800,43.37,0,17600,4490.752468
300,120,2.4,225,13.86,300,18.47,-0.25,4200,1511.898872
266.67,800,7.62,200,7.62,400,7.62,-0.5,28800,65.49873956
600,400,2.03,600,8.21,150,9.79,1,20400,348.4085666
166.67,500,3.7,500,25.26,250,13.55,0.75,19000,961.0646687
300,600,3.43,450,22.74,150,11.45,0.5,9600,2343.131148
240,600,4.44,450,16.11,150,10.34,-0.75,12000,538.5122378
400,100,16,400,16,200,16,-0.25,10400,1684.873256
114.29,400,1.63,200,13.05,400,9.89,0,13600,210.1520387
400,160,5.33,200,16,200,5.33,0.75,4800,384.2869965
400,100,11.43,200,11.43,200,11.43,0.5,4000,478.6535872
800,400,3.56,600,23.68,400,23.16,0.25,32000,1460.515809
1000,285.71,28.57,250,28.57,1000,57.89,-0.25,22000,10573.84399
300,300,4.62,225,16.34,75,4.62,-1,12000,134.0050292
300,85.71,2.22,150,12,150,2.22,-0.75,7800,118.139775
900,900,3.16,225,3.16,675,46.54,0,27000,2413.322094
800,320,2.91,800,43.37,600,6,-0.25,27200,11659.28799
400,200,2.42,100,5.79,400,6.95,0.25,4800,59.74817616
300,120,3.53,75,3.53,150,7.58,0.5,10200,9.05434308
800,533.33,5.93,400,9.89,400,5.93,-0.25,19200,507.3415413
300,200,4.62,75,4.62,225,4.74,-1,4200,40.31262358
600,400,3.64,450,17.76,300,4.11,-0.75,20400,677.9138075
85.71,300,1.13,300,11.84,150,8.13,-0.25,10200,243.1592249
160,400,2.76,300,12.95,400,23.16,0.5,7200,1142.326575
1000,250,40,500,40,750,46.18,-0.75,40000,7495.481261
300,75,5.45,150,5.45,300,19.58,1,12000,166.373777
800,200,4.85,600,36.95,400,24.63,-0.75,17600,9092.581453
300,85.71,4.62,300,4.62,300,9.63,0.25,4800,408.3212567
600,171.43,2.93,600,12.63,150,6.47,0,19200,1031.810632
500,333.33,2.22,125,3.09,500,25.26,0.75,16000,468.7780411
200,700,20,700,50.84,350,20,0.75,26600,4793.36643
133.33,400,4.21,400,17.26,300,21.79,0.75,12800,701.6333801
250,500,2.86,375,17.57,375,12.04,-0.5,17000,813.0496172
600,600,5.71,450,21.08,300,22.89,-0.25,22800,1372.777349
1000,333.33,15.38,250,20,500,38.16,0.25,28000,1083.073835
1000,500,5.41,250,10.79,500,25.26,0.25,36000,316.3867602
800,533.33,5.16,600,10.42,400,9.89,-1,14400,1555.818093
800,533.33,4.1,400,17.26,800,28.63,1,16000,1543.471843
333.33,500,1.75,500,27.11,125,8.16,0.75,9000,3634.93703
300,600,3.24,300,19.58,450,24.39,0.75,10800,982.0001405
700,280,3.26,525,32.33,350,9.95,-1,8400,4935.938028
800,800,3.14,400,18.74,600,48,-0.25,8000,10876.81975
700,700,28,700,28,700,48.26,0.25,25200,7304.279254
800,800,2.91,400,14.32,800,37.47,0.75,22400,1846.253011
500,166.67,2.22,375,12.04,250,16.32,0.25,12000,599.1869807
800,200,3.14,600,25.89,400,15.79,-0.5,14400,8899.161693
1000,400,4.08,1000,21.05,500,21.58,0.75,34000,2858.618596
500,333.33,3.23,125,9.54,375,18.95,-1,14000,293.1516062
280,700,5.19,700,17.32,525,9.12,0.5,26600,1073.262595
400,800,4.57,600,19.26,800,40.42,-0.75,17600,10565.44007
142.86,500,6.67,375,12.04,375,27.24,0.25,20000,668.0231957
250,500,3.7,375,13.42,125,6.32,-0.5,3000,2040.706282
500,166.67,6.67,375,13.42,375,7.89,-1,17000,460.239213
300,200,1.28,300,12.95,150,8.68,0.75,8400,311.0500733
600,600,2.35,150,9.79,600,19.26,0.25,14400,338.8076398
300,200,2.4,300,9.63,75,4.62,-0.25,2400,1688.918899
200,300,6.67,225,10.54,300,8.53,0,6000,376.2811858
600,150,3.24,300,21.79,450,7.82,0.5,7200,1434.657771
500,333.33,1.75,375,27.24,500,40,-0.25,12000,5191.490521
800,320,22.86,600,45.79,200,22.86,-0.75,8000,16134.96192
600,400,17.14,450,24.39,300,24,-0.25,9600,6228.068408
400,114.29,1.95,400,21.68,200,7.16,0,8800,2212.004159
266.67,400,1.57,200,13.05,300,6.32,0.5,4800,409.7797731
142.86,500,4.35,500,40,500,38.16,-0.25,11000,10935.26611
300,300,6.67,300,6.67,75,6.67,-0.25,4200,665.3893166
300,150,2.07,150,8.68,150,9.79,0.25,11400,39.84527025
800,200,6.4,800,43.37,600,30.32,0.5,6400,62519.57473
500,250,2.44,250,20,375,7.89,0,15000,387.9295472
900,257.14,3.05,225,16.34,675,51.51,-0.5,7200,7845.378945
250,500,3.7,500,38.16,250,18.16,1,15000,2494.111552
700,280,3.26,350,12.53,350,11.24,0.25,22400,250.5128403
285.71,1000,11.76,750,29.61,750,37.89,0.75,18000,7676.902277
700,350,3.78,700,14.74,700,53.42,0,11200,15965.8219
700,200,3.59,525,32.33,700,22.47,0,18200,4749.07796
133.33,400,4.71,100,4.71,100,4.71,0.5,10400,6.415736602
600,600,3.64,150,9.24,450,12.79,0.25,22800,79.80866897
400,160,11.43,300,20.68,300,12.95,1,8800,614.1926465
400,400,3.2,300,5.21,300,15.16,-0.25,12000,289.8386365
500,1000,13.33,750,37.89,1000,72.63,-0.25,28000,26571.95789
280,700,28,700,45.68,175,28,-0.5,18200,11594.048
400,400,2.96,300,9.63,100,2.96,-1,10400,61.67824612
266.67,400,3.81,300,11.84,100,3.81,0.5,3200,1917.617347
900,450,3.83,900,42.16,225,10.54,0.25,14400,27895.87456
500,166.67,3.45,125,3.45,500,28.95,-0.25,5000,1549.670556
600,900,6.67,225,8.05,675,26.64,-0.75,3600,5634.233578
500,200,3.7,500,36.32,250,5.26,0,16000,3902.299789
800,200,3.27,800,28.63,800,28.63,-0.5,20800,14368.86968
100,300,1.62,225,3.08,225,16.34,-0.25,10800,165.778842
700,200,20,525,20,525,20,0,28000,1468.96235
900,300,3.05,450,9.47,450,29.37,-0.25,14400,2158.883519
300,75,1.05,150,11.45,300,24,0.25,6600,577.8537913
300,120,2.22,150,6.47,150,3.71,1,9000,15.82886953
700,280,3.26,175,12.07,700,19.89,0.25,16800,468.727928
800,266.67,6.96,800,61.05,800,61.05,0.25,25600,22101.3044
100,400,2.96,300,10.74,100,5.42,-0.5,14400,135.9256281
700,175,4,350,17.68,350,13.82,-1,23800,579.1064423
500,500,5.88,125,5.88,500,32.63,-0.5,2000,4045.80646
700,175,2.37,700,35.37,525,20.72,1,8400,13045.40332
133.33,400,1.45,200,15.26,400,11.37,0.5,12800,204.9247886
200,600,1.97,450,9.47,450,9.47,1,21600,177.2185572
700,700,6.09,175,6.09,175,8.84,0.5,28000,18.01188534
133.33,400,2.29,300,17.37,300,18.47,-0.25,16000,539.1031434
233.33,700,4.24,700,14.74,350,21.55,1,28000,702.5669243
700,200,20,700,50.84,175,20,-1,19600,12377.98038
257.14,900,3.27,225,9.71,675,29.13,-0.25,5400,4589.309696
400,266.67,4.71,100,4.71,300,15.16,0.75,14400,74.09290311
1000,666.67,18.18,500,18.18,250,18.18,0.25,18000,1974.899214
300,600,2.79,600,12.63,150,3.16,-0.75,8400,377.0189657
250,1000,40,1000,68.95,750,40,0,20000,45842.22402
114.29,400,11.43,200,11.43,100,11.43,0.25,12000,94.55916859
900,300,36,450,36,450,36,-0.5,12600,12627.49731
225,900,7.83,675,26.64,450,14.45,0.75,14400,4309.641686
114.29,400,7.27,400,14.32,300,18.47,0.5,14400,498.7254942
133.33,400,5.33,300,10.74,300,14.05,1,12000,193.371893
600,171.43,9.23,600,45.79,600,39.16,0.5,9600,17532.87678
75,300,1.46,300,20.68,75,3.79,0.25,6600,764.7203947
300,75,1.28,75,6,150,12,1,9600,19.37203271
300,85.71,3.16,150,4.26,300,7.42,0,9600,45.64597388
400,400,2.29,100,5.42,200,10.11,-0.25,12800,28.32959176
400,600,10.91,450,32.68,300,11.84,0,18000,2330.648765
600,240,5.71,600,10.42,300,22.89,-0.5,12000,4039.742798
300,300,0.98,225,9.71,300,17.37,1,4800,421.0015318
280,700,3.59,700,27.63,525,38.13,0,16800,7537.279975
500,500,2.56,375,7.89,375,9.28,0.75,20000,141.6396869
900,900,3.83,900,35.53,900,32.21,-0.5,36000,12409.46673
700,280,8.24,525,20.72,175,8.24,-0.5,25200,1560.972628
800,800,4.85,800,55.16,400,24.63,0.5,12800,35564.61579
700,280,3.41,525,12.99,700,19.89,-0.25,22400,1565.756963
500,166.67,2.7,250,18.16,250,12.63,-0.75,20000,354.3077003
100,300,1.18,225,5.57,75,4.34,0.25,3000,254.1333584
300,900,5.81,675,31.62,450,32.68,0.5,16200,6296.363643
360,900,10.59,225,10.59,675,16.7,0.5,1800,6657.51242
85.71,300,1.13,150,9.79,75,1.13,-0.75,5400,43.25521339
900,600,4.86,450,11.13,900,55.42,-0.75,28800,7866.310532
600,600,4.44,150,9.24,300,14.05,-0.75,19200,111.9712817
450,900,4.62,225,15.51,900,52.11,-0.25,32400,6904.761219
600,300,5.22,150,7.58,150,11.45,0.75,3600,206.0814833
160,400,2.05,100,2.11,200,16,-0.5,13600,94.1257513
333.33,1000,5.13,500,36.32,500,30.79,0,34000,2225.552618
300,600,2.03,600,48,150,3.71,0.25,18000,6405.498639
1000,500,3.92,750,46.18,250,18.16,-1,12000,8263.849214
700,200,8.24,175,11.42,525,32.33,0.5,4200,2349.410108
700,233.33,7.37,525,36.2,700,48.26,0.75,15400,7236.60087
500,500,9.09,250,13.55,375,27.24,0.25,11000,824.9410231
285.71,1000,13.33,250,17.24,1000,35.79,1,26000,2077.809597
600,150,17.14,600,36.95,150,17.14,0.75,13200,4464.768815
200,300,8.57,225,8.57,225,18,-0.25,10200,293.8295485
400,114.29,1.78,200,5.68,100,2.47,-1,4000,55.53242313
200,600,2.79,150,7.58,300,11.84,-0.5,22800,74.73566796
285.71,1000,3.77,250,3.77,500,21.58,0.5,40000,202.2868298
333.33,500,14.29,125,14.29,125,14.29,1,15000,49.42460463
400,160,2.96,300,5.21,300,24,0.5,5600,784.0975156
400,133.33,1.51,200,15.26,100,2.47,-1,10400,135.4484272
300,200,2.07,75,2.07,150,3.71,0.5,2400,11.77559621
800,533.33,4.57,400,20.21,400,14.32,0.25,24000,663.1139472
500,500,4.76,500,32.63,125,5.39,0.75,14000,2558.995423
160,400,3.2,300,24,300,3.2,1,2400,5243.837764
85.71,300,12,300,14.05,150,12,0.5,6000,540.4344414
800,320,3.72,400,21.68,600,45.79,0.75,19200,2630.436541
100,400,2.76,200,12.32,200,6.42,0.75,11200,74.37582487
466.67,700,4.52,350,11.24,175,12.71,-0.25,4200,4800.164604
1000,500,4.08,500,19.74,750,54.47,-1,20000,10999.24253
300,100,2.86,75,5.72,300,3,-0.75,1200,247.265825
400,133.33,16,200,16,200,16,-1,13600,371.2457937
700,466.67,2.55,175,7.55,350,7.37,-0.25,15400,68.05368585
200,300,1.82,300,16.26,300,8.53,0.75,10800,316.6413466
400,160,1.57,100,6.89,400,26.11,0.75,4000,798.8894452
300,300,2.86,75,6,150,5.37,0.5,8400,7.712210935
125,500,1.82,125,7.7,125,1.82,-1,8000,26.06850583
85.71,300,1.46,150,10.34,300,6.32,0,12000,69.54644615
1000,1000,11.76,250,11.76,250,16.32,1,38000,72.02613453
800,320,5.52,200,13.05,600,48,0,24000,2562.407063
150,300,1.4,150,2.05,225,3.91,-1,6600,30.17645095
800,228.57,5.16,400,12.84,600,19.26,-0.5,30400,718.0273086
200,400,6.15,100,6.15,300,21.79,1,16000,145.4817423
1000,285.71,6.06,1000,39.47,1000,57.89,0.25,20000,33809.48738
300,75,1.05,150,4.26,150,5.37,-0.25,7800,32.6882479
333.33,500,1.89,375,24.47,500,14.21,-0.25,20000,1154.748729
500,333.33,2.7,250,12.63,375,18.95,-0.5,8000,1133.294543
700,700,2.64,175,2.64,350,26.71,-0.25,22400,310.8640353
